target,label,koi_name,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec,koi_period,koi_depth,koi_snr
KIC 2989404,CONFIRMED,K01824.01,0,0,0,0,3.553831111,191.8,77.4
KIC 11413812,CONFIRMED,K01885.01,0,0,0,0,5.65378163,366.8,37.8
KIC 9549648,CONFIRMED,K01886.01,0,0,0,0,5.99185827,186.3,32.1
KIC 10063802,CONFIRMED,K01888.01,0,0,0,0,120.0183551,886,46.1
KIC 11074178,CONFIRMED,K01889.01,0,0,0,0,14.30517579,863.4,37.5
KIC 11030475,CONFIRMED,K02248.01,0,0,0,0,2.81814715,278.6,16.5
KIC 5942808,CONFIRMED,K02250.01,0,0,0,0,2.935362067,1052.6,38.0
KIC 6206214,CONFIRMED,K02252.01,0,0,0,0,13.53953595,134.2,21.8
KIC 8959839,CONFIRMED,K02253.01,0,0,0,0,22.7082375,298.8,22.0
KIC 7672097,CONFIRMED,K02255.01,0,0,0,0,7.97033985,490.8,23.5
KIC 6142862,FALSE POSITIVE,K02336.01,0,0,1,0,5.33459393,226.3,14.7
KIC 5599774,CONFIRMED,K02337.01,0,0,0,0,8.49640437,834,21.8
KIC 8099138,CONFIRMED,K02338.01,0,0,0,0,66.1843646,560.5,21.3
KIC 7033233,CONFIRMED,K02339.01,0,0,0,0,2.032318856,287.5,20.4
KIC 6383785,CONFIRMED,K00239.02,0,0,0,0,3.62275506,180.6,22.3
KIC 9411412,CONFIRMED,K02101.01,0,0,0,0,2.892216772,360.5,23.9
KIC 7008211,CONFIRMED,K02102.01,0,0,0,0,187.746606,1583,20.2
KIC 7620413,CONFIRMED,K02103.01,0,0,0,0,2.543063763,152,26.5
KIC 4545187,CONFIRMED,K00223.01,0,0,0,0,3.177414601,1134.3,113.7
KIC 10854546,CONFIRMED,K02104.01,0,0,0,0,2.168451063,466.9,45.5
KIC 11774991,CONFIRMED,K02173.01,0,0,0,0,37.8154157,286.4,22.4
KIC 8261920,CONFIRMED,K02174.02,0,0,0,0,33.1362861,825.2,16.3
KIC 9112931,CONFIRMED,K02256.01,0,0,0,0,10.71253475,1198.6,31.2
KIC 9071593,CONFIRMED,K02257.01,0,0,0,0,32.5635249,578.3,24.1
KIC 8126558,CONFIRMED,K02259.01,0,0,0,0,12.19140405,665.8,19.4
KIC 11811193,CONFIRMED,K02260.01,0,0,0,0,6.11784972,60.5,25.8
KIC 3734418,CONFIRMED,K02261.01,0,0,0,0,3.97599629,206,27.3
KIC 8681734,CONFIRMED,K02340.01,0,0,0,0,7.68478504,274.1,21.4
KIC 10232693,FALSE POSITIVE,K02341.01,0,0,1,0,0.990516282,101.6,20.4
KIC 10212441,CONFIRMED,K02342.01,0,0,0,0,15.0447098,97.9,23.4
KIC 6119141,CANDIDATE,K02343.01,0,0,0,0,29.0726293,439.6,20.9
KIC 8247771,CONFIRMED,K02344.01,0,0,0,0,1.118547814,234.8,21.7
KIC 8165946,CONFIRMED,K02105.01,0,0,0,0,6.42199919,161.6,25.4
KIC 12017109,CONFIRMED,K02106.01,0,0,0,0,9.75374033,430.8,18.9
KIC 9225395,CONFIRMED,K02107.01,0,0,0,0,81.3153052,715.5,20.7
KIC 10709622,CONFIRMED,K02108.01,0,0,0,0,51.3283527,692.3,34.7
KIC 11499228,CONFIRMED,K02109.01,0,0,0,0,19.7919389,383.7,22.8
KIC 9022166,CONFIRMED,K02175.01,0,0,0,0,26.8475962,254.1,39.2
KIC 10965588,CONFIRMED,K02177.01,0,0,0,0,62.8917493,791,22.6
KIC 10670119,CONFIRMED,K02179.01,0,0,0,0,14.87149773,944.9,27.3
KIC 4043443,FALSE POSITIVE,K00231.01,0,1,0,0,119.8401019,5448.7,83.7
KIC 8491277,CONFIRMED,K00234.01,0,0,0,0,9.61375316,797.9,108.6
KIC 8613535,CONFIRMED,K02263.01,0,0,0,0,29.9685917,309.5,26.5
KIC 12256520,CONFIRMED,K02264.01,0,0,0,0,33.2407985,341.9,20.4
KIC 3337432,FALSE POSITIVE,K02265.01,0,0,1,1,2.97600846,103.2,25.9
KIC 5629538,CONFIRMED,K02345.01,0,0,0,0,15.18727049,292.5,21.4
KIC 8561231,CONFIRMED,K02346.01,0,0,0,0,28.6853212,689.1,23.8
KIC 8235924,CONFIRMED,K02347.01,0,0,0,0,0.588001053,297.4,50.9
KIC 6941084,CONFIRMED,K02348.01,0,0,0,0,85.7357202,747.7,20.8
KIC 6200235,CONFIRMED,K02350.01,0,0,0,0,1.078389713,300.5,23.6
KIC 11460462,CONFIRMED,K02110.01,0,0,0,0,5.03728033,76.3,20.9
KIC 8612275,CONFIRMED,K02111.01,0,0,0,0,3.289726319,234.9,27.0
KIC 7207061,CONFIRMED,K02113.01,0,0,0,0,15.94248453,1093.7,34.3
KIC 7286911,CONFIRMED,K02180.01,0,0,0,0,11.55562042,441.5,22.7
KIC 8591173,CONFIRMED,K02181.01,0,0,0,0,12.2885046,342.1,12.0
KIC 6962109,CONFIRMED,K02182.01,0,0,0,0,17.13263125,850.2,26.4
KIC 5706595,CONFIRMED,K02183.01,0,0,0,0,19.0231361,401.6,19.7
KIC 10489345,CONFIRMED,K02266.01,0,0,0,0,1.003931703,491.1,25.2
KIC 11774303,FALSE POSITIVE,K02269.01,0,1,1,0,0.614083885,389.5,36.4
KIC 10329469,CONFIRMED,K02271.01,0,0,0,0,55.8224775,879.6,23.7
KIC 9654875,CANDIDATE,K02272.01,0,0,0,0,1.34145255,26.6,31.2
KIC 9717943,CONFIRMED,K02273.01,0,0,0,0,6.11010439,59.7,11.8
KIC 8026752,CONFIRMED,K00240.01,0,0,0,0,4.286866229,1321.9,167.3
KIC 1872821,CONFIRMED,K02351.01,0,0,0,0,10.27380957,352.8,19.2
KIC 8013439,CONFIRMED,K02352.01,0,0,0,0,13.39155154,48.9,24.5
KIC 6921944,CONFIRMED,K02114.01,0,0,0,0,4.421566535,684,31.9
KIC 9532052,CONFIRMED,K02115.01,0,0,0,0,15.72585941,1313.1,32.7
KIC 8164012,CONFIRMED,K02116.01,0,0,0,0,1.252753881,200,40.5
KIC 4140813,CONFIRMED,K02117.01,0,0,0,0,13.36019864,699.9,21.3
KIC 8611781,CONFIRMED,K02185.01,0,0,0,0,76.957056,367.1,26.5
KIC 3097926,CANDIDATE,K02186.01,0,0,0,0,14.97974335,1211.8,33.2
KIC 10518424,FALSE POSITIVE,K02188.01,0,1,1,1,2.69633621,238.6,26.5
KIC 5730445,CANDIDATE,K02189.01,0,0,0,0,33.35859852,1825.9,32.2
KIC 5601258,CONFIRMED,K02191.01,0,0,0,0,8.84784273,460.2,21.1
KIC 7960980,CONFIRMED,K02274.01,0,0,0,0,9.98970266,988.4,24.1
KIC 8107225,CONFIRMED,K00235.01,0,0,0,0,5.63252508,634.4,70.9
KIC 3458028,CONFIRMED,K02276.01,0,0,0,0,1.442592305,166,27.1
KIC 3342794,CONFIRMED,K02278.01,0,0,0,0,14.17222858,246.8,24.5
KIC 5716932,CONFIRMED,K02358.01,0,0,0,0,56.4931698,411.9,31.8
KIC 11288051,CONFIRMED,K00241.01,0,0,0,0,13.82142084,765.2,75.3
KIC 7515670,FALSE POSITIVE,K02360.01,0,0,1,0,2.30367952,136.4,18.9
KIC 11566256,CONFIRMED,K02361.01,0,0,0,0,5.78387049,413.3,20.7
KIC 8495415,CONFIRMED,K02362.02,0,0,0,0,11.08507658,771.8,17.7
KIC 4055304,CONFIRMED,K02119.01,0,0,0,0,0.571038347,242.1,38.2
KIC 4857213,CONFIRMED,K02120.01,0,0,0,0,8.77425786,239.6,22.3
KIC 9415108,CONFIRMED,K02121.01,0,0,0,0,4.51005082,294.8,21.5
KIC 4262581,CONFIRMED,K02122.01,0,0,0,0,37.6468519,427.4,31.0
KIC 8591693,CONFIRMED,K02123.01,0,0,0,0,29.4557841,533.8,26.6
KIC 4833421,CONFIRMED,K00232.01,0,0,0,0,12.466004437,2232.1,304.6
KIC 8282651,CONFIRMED,K02193.01,0,0,0,0,2.361724472,587,34.6
KIC 3548044,CONFIRMED,K02194.01,0,0,0,0,34.7630543,293.7,24.0
KIC 11401767,CONFIRMED,K02195.01,0,0,0,0,20.0545282,305.4,26.9
KIC 10909127,CONFIRMED,K02200.01,0,0,0,0,3.17059731,325.4,20.1
KIC 3661886,CONFIRMED,K02279.01,0,0,0,0,27.0142622,287.6,25.5
KIC 2439243,CONFIRMED,K02280.01,0,0,0,0,26.0203329,1164.4,23.7
KIC 9221517,CONFIRMED,K02281.01,0,0,0,0,0.769854899,109.6,28.7
KIC 6751874,CONFIRMED,K02282.01,0,0,0,0,6.89226333,214.4,22.4
KIC 10863608,CONFIRMED,K02368.01,0,0,0,0,8.07127043,318.2,16.9
KIC 5602588,CONFIRMED,K02369.01,0,0,0,0,11.01819178,545.7,22.0
KIC 5385304,CANDIDATE,K02370.01,0,0,0,0,78.7327023,495.8,19.1
KIC 5547480,FALSE POSITIVE,K00224.01,0,1,1,0,3.979867514,907.6,65.2
KIC 11462341,CANDIDATE,K02124.01,0,0,0,0,42.3375799,354.8,18.1
KIC 9405595,CONFIRMED,K02125.01,0,0,0,0,23.3593589,570.1,25.9
KIC 3546060,CONFIRMED,K02126.01,0,0,0,0,9.69310837,1130.7,30.4
KIC 7019489,FALSE POSITIVE,K02128.01,0,1,1,0,24.2598301,1540.3,26.3
KIC 2141783,FALSE POSITIVE,K02201.01,0,1,0,0,116.5214317,771.5,25.0
KIC 4144576,CONFIRMED,K02202.01,0,0,0,0,0.813166357,173.5,34.8
KIC 8494542,CONFIRMED,K02204.01,0,0,0,0,10.86062378,189.6,20.7
KIC 9992325,CONFIRMED,K02205.01,0,0,0,0,24.08632177,1041.7,18.0
KIC 11073656,CANDIDATE,K02206.01,0,0,0,0,1.834277283,286.5,24.8
KIC 10206675,FALSE POSITIVE,K02283.01,0,1,1,0,17.40208965,616.5,20.9
KIC 9945370,CONFIRMED,K02285.01,0,0,0,0,37.9456138,1032.9,24.0
KIC 3832716,FALSE POSITIVE,K00027.01,1,0,0,0,1.141877248,309490,2036.3
KIC 8453211,FALSE POSITIVE,K00236.01,0,1,1,1,5.77675928,3522.5,141.4
KIC 8973129,CONFIRMED,K02286.01,0,0,0,0,24.1738244,532.6,21.5
KIC 12505654,CONFIRMED,K02353.01,0,0,0,0,5.186737262,712.7,25.7
KIC 7215678,CANDIDATE,K02354.01,0,0,0,0,1.151244686,269.6,32.6
KIC 11670125,CONFIRMED,K02355.01,0,0,0,0,1.217000383,459.8,26.5
KIC 11461844,CONFIRMED,K02356.01,0,0,0,0,13.6823798,179.6,17.0
KIC 7449554,CANDIDATE,K02357.01,0,0,0,0,2.42088277,223.3,20.7
KIC 9351920,CONFIRMED,K02129.01,0,0,0,0,8.79618433,286.3,27.0
KIC 2161536,CONFIRMED,K02130.01,0,0,0,0,16.85592593,871.5,19.5
KIC 10549023,CONFIRMED,K02131.01,0,0,0,0,14.36270451,349.4,26.8
KIC 9661979,CONFIRMED,K02132.01,0,0,0,0,69.8956789,548.4,21.9
KIC 8219268,CONFIRMED,K02133.01,0,0,0,0,6.24667547,396.8,63.6
KIC 10531955,CONFIRMED,K02208.01,0,0,0,0,2.344512589,58.9,21.9
KIC 8168187,CONFIRMED,K02209.01,0,0,0,0,18.3027235,186.7,24.7
KIC 4142847,CONFIRMED,K02210.01,0,0,0,0,2.888904439,402.2,23.7
KIC 10203349,CONFIRMED,K02212.01,0,0,0,0,17.14648756,440.3,28.3
KIC 9718066,CONFIRMED,K02287.01,0,0,0,0,16.09227518,128.5,18.1
KIC 3440978,CANDIDATE,K02288.01,0,0,0,0,38.103908,961.1,20.3
KIC 3867615,CONFIRMED,K02289.01,0,0,0,0,62.7843981,325,21.1
KIC 12121570,CONFIRMED,K02290.01,0,0,0,0,91.500873,704.8,22.6
KIC 8410415,CONFIRMED,K02291.01,0,0,0,0,44.2993483,797.9,23.2
KIC 7987866,CONFIRMED,K02363.01,0,0,0,0,3.13877646,174.1,20.2
KIC 9532710,CANDIDATE,K02364.01,0,0,0,0,5.24242029,334.9,20.1
KIC 11560897,CONFIRMED,K02365.01,0,0,0,0,35.9682692,269.7,21.0
KIC 11342416,CONFIRMED,K02366.01,0,0,0,0,25.3690868,110.1,21.6
KIC 9086251,CONFIRMED,K02367.01,0,0,0,0,6.89213244,82,17.3
KIC 4254466,CONFIRMED,K02134.01,0,0,0,0,42.3006282,507.9,23.8
KIC 5801571,FALSE POSITIVE,K00225.01,0,1,0,0,0.838597429,2482.1,303.7
KIC 9904006,CONFIRMED,K02135.01,0,0,0,0,55.1866213,375.5,36.2
KIC 5288570,FALSE POSITIVE,K02136.01,0,0,1,1,1.728528176,197.6,26.2
KIC 9364609,CONFIRMED,K02137.01,0,0,0,0,14.97436238,265.4,24.9
KIC 7457296,CONFIRMED,K02213.01,0,0,0,0,3.97076603,349.2,23.9
KIC 10328458,CONFIRMED,K02214.01,0,0,0,0,2.352273912,318.6,20.4
KIC 7050060,FALSE POSITIVE,K02215.01,0,0,1,0,22.0425953,348,90.4
KIC 4248120,CONFIRMED,K02216.01,0,0,0,0,23.34036251,615.1,18.2
KIC 9580992,CANDIDATE,K02217.01,0,0,0,0,37.8034121,678.1,20.2
KIC 8321314,CONFIRMED,K02293.01,0,0,0,0,15.03366411,374.9,22.2
KIC 6934986,CANDIDATE,K02294.01,0,0,0,0,131.485184,557.8,19.4
KIC 4049901,CANDIDATE,K02295.01,0,0,0,0,16.2908527,44.1,14.5
KIC 11498128,CONFIRMED,K02296.01,0,0,0,0,106.247882,397.4,24.0
KIC 8041216,CONFIRMED,K00237.01,0,0,0,0,8.508333104,646.5,93.4
KIC 11824786,CONFIRMED,K02371.01,0,0,0,0,12.94123564,328.8,22.1
KIC 12254909,CONFIRMED,K02372.01,0,0,0,0,5.349791,88.8,23.3
KIC 10798331,CANDIDATE,K02373.01,0,0,0,0,147.281212,452.8,17.3
KIC 9364290,CONFIRMED,K02374.01,0,0,0,0,5.26211833,194.5,20.3
KIC 5022828,CONFIRMED,K02138.01,0,0,0,0,23.5541012,95.2,29.9
KIC 8233702,CONFIRMED,K02140.01,0,0,0,0,41.6977582,684.8,27.7
KIC 11403339,CONFIRMED,K02143.01,0,0,0,0,4.79029482,142,23.1
KIC 8260902,CONFIRMED,K02144.01,0,0,0,0,38.6715843,599.3,25.2
KIC 8381204,CONFIRMED,K02145.01,0,0,0,0,8.32651854,267.9,27.2
KIC 12058204,CONFIRMED,K02218.01,0,0,0,0,5.53533152,260.6,27.5
KIC 5357545,CONFIRMED,K02219.01,0,0,0,0,3.757294695,273.3,23.4
KIC 6871071,CONFIRMED,K02220.01,0,0,0,0,3.2828024,142.5,24.4
KIC 5342473,CONFIRMED,K02297.01,0,0,0,0,4.64495172,147.4,19.8
KIC 9334893,CONFIRMED,K02298.02,0,0,0,0,31.8055128,141.7,10.9
KIC 9963265,CONFIRMED,K02299.01,0,0,0,0,16.48686712,987.9,22.1
KIC 10583761,CONFIRMED,K02300.01,0,0,0,0,2.685054445,252.7,28.9
KIC 7542813,CONFIRMED,K02302.01,0,0,0,0,16.8600805,273.4,22.4
KIC 12058147,CONFIRMED,K02072.01,0,0,0,0,1.54320541,91.2,35.2
KIC 8164257,CONFIRMED,K02073.01,0,0,0,0,49.5004725,965.2,27.8
KIC 10593759,FALSE POSITIVE,K00025.01,0,1,0,0,3.132604547,9969.2,222.3
KIC 6774537,CONFIRMED,K02146.01,0,0,0,0,2.949029106,358.3,29.3
KIC 10404582,CONFIRMED,K02147.01,0,0,0,0,37.8658964,395.2,25.9
KIC 5959753,CONFIRMED,K00226.01,0,0,0,0,8.30865307,836.1,74.3
KIC 6021193,CONFIRMED,K02148.01,0,0,0,0,11.93205399,178.5,32.3
KIC 6287313,CONFIRMED,K02221.01,0,0,0,0,10.62788695,326.7,22.6
KIC 9289704,CANDIDATE,K02222.01,0,0,0,0,34.135676,622,8.6
KIC 9278725,CONFIRMED,K02223.01,0,0,0,0,1.104462494,469.1,35.3
KIC 4458082,CONFIRMED,K02303.01,0,0,0,0,4.89336495,138.3,15.9
KIC 8042453,CONFIRMED,K02304.01,0,0,0,0,11.17392077,324.8,21.4
KIC 10874215,CONFIRMED,K02305.01,0,0,0,0,31.0325991,737.4,17.6
KIC 6666233,FALSE POSITIVE,K02306.01,0,1,0,0,0.512407185,329.2,46.1
KIC 7661065,FALSE POSITIVE,K02307.01,0,1,0,0,4.150297119,593.4,24.2
KIC 8866137,CONFIRMED,K02074.01,0,0,0,0,33.4178173,1166.8,28.4
KIC 10857519,CONFIRMED,K02075.01,0,0,0,0,2.053341891,65.5,23.2
KIC 9517393,CONFIRMED,K02076.01,0,0,0,0,56.7769831,884.3,33.6
KIC 9351316,CONFIRMED,K02078.01,0,0,0,0,18.78429232,1009.5,23.8
KIC 10617017,CONFIRMED,K02149.01,0,0,0,0,13.15140223,97.8,25.5
KIC 3229150,CONFIRMED,K02150.01,0,0,0,0,18.5084526,758.9,30.1
KIC 7989422,FALSE POSITIVE,K02151.01,0,1,1,0,7.47763833,110,26.2
KIC 9641481,CONFIRMED,K02152.01,0,0,0,0,42.1918331,488.7,25.7
KIC 8892157,CONFIRMED,K02224.01,0,0,0,0,3.73090026,191.2,24.0
KIC 11569782,CONFIRMED,K02225.01,0,0,0,0,2.787874175,197.4,22.2
KIC 11520459,CANDIDATE,K02226.01,0,0,0,0,8.46354384,792.2,26.1
KIC 7219825,CONFIRMED,K00238.01,0,0,0,0,17.23232894,509.8,64.1
KIC 3749978,CONFIRMED,K02308.01,0,0,0,0,28.5057217,755.8,20.8
KIC 10010440,CONFIRMED,K02309.01,0,0,0,0,53.5991459,523.1,23.1
KIC 11718144,CONFIRMED,K02310.01,0,0,0,0,16.4581861,435.8,22.4
KIC 4247991,CONFIRMED,K02311.03,0,0,0,0,104.3519624,243.8,15.8
KIC 10026544,CANDIDATE,K02312.01,0,0,0,0,176.331289,109.8,8.4
KIC 9473078,CONFIRMED,K02079.01,0,0,0,0,0.693842661,49.3,28.9
KIC 10864531,CONFIRMED,K02080.01,0,0,0,0,83.4887405,955.4,24.7
KIC 2853780,FALSE POSITIVE,K02081.02,1,0,0,0,589.17968,253.4,7.7
KIC 9472000,CONFIRMED,K02082.01,0,0,0,0,31.5888979,360.6,27.3
KIC 10253547,CONFIRMED,K02153.01,0,0,0,0,59.9809868,282.4,25.2
KIC 12505076,CONFIRMED,K02154.01,0,0,0,0,11.92979348,709.3,27.8
KIC 6185476,CANDIDATE,K00227.01,0,0,0,0,17.65737838,2155.7,117.2
KIC 12116380,CONFIRMED,K02155.01,0,0,0,0,4.3394569,337.4,31.6
KIC 2556650,CONFIRMED,K02156.01,0,0,0,0,2.852348262,1402.9,33.3
KIC 10600955,CONFIRMED,K02227.01,0,0,0,0,65.6480892,588.7,22.0
KIC 10801100,FALSE POSITIVE,K02228.01,1,0,0,0,102.653705,687.3,82.1
KIC 4473226,CONFIRMED,K02229.01,0,0,0,0,14.83340944,783,19.1
KIC 8914779,FALSE POSITIVE,K02230.01,0,0,1,0,0.987338654,26.5,25.0
KIC 2854181,CONFIRMED,K02232.01,0,0,0,0,101.1323475,1502.9,25.7
KIC 8963721,FALSE POSITIVE,K02233.01,0,0,1,1,1.811460943,428.5,83.9
KIC 10132832,CONFIRMED,K02313.01,0,0,0,0,16.07673148,488,19.3
KIC 3219995,CONFIRMED,K02314.01,0,0,0,0,18.87058705,588,28.5
KIC 6062929,CONFIRMED,K02315.01,0,0,0,0,22.1334224,654.6,16.3
KIC 7504778,CONFIRMED,K02316.01,0,0,0,0,17.1369408,362.1,25.4
KIC 7097965,CONFIRMED,K02083.01,0,0,0,0,7.72085047,267,25.0
KIC 4249725,CONFIRMED,K00222.01,0,0,0,0,6.312508525,1286,112.5
KIC 3967326,CONFIRMED,K02084.01,0,0,0,0,4.19577385,874.2,23.3
KIC 6768394,CONFIRMED,K02086.01,0,0,0,0,7.1329472,145,27.2
KIC 5211199,CONFIRMED,K02158.01,0,0,0,0,4.5620407,81.6,22.8
KIC 8804455,FALSE POSITIVE,K02159.02,0,0,1,0,2.392630668,101.5,20.5
KIC 5546761,CONFIRMED,K02160.01,0,0,0,0,17.6700291,348.4,25.0
KIC 9205938,CONFIRMED,K02162.01,0,0,0,0,108.593113,338.2,24.3
KIC 10723367,CONFIRMED,K02236.01,0,0,0,0,19.9865916,648,21.8
KIC 5005121,CONFIRMED,K02237.01,0,0,0,0,76.421501,578.4,23.9
KIC 8229458,CONFIRMED,K02238.01,0,0,0,0,1.646801683,284.2,25.2
KIC 10684670,CONFIRMED,K02317.01,0,0,0,0,3.78861833,143.4,18.2
KIC 11495458,CONFIRMED,K02318.01,0,0,0,0,10.45839865,306.8,18.6
KIC 9003401,CONFIRMED,K02319.01,0,0,0,0,21.1033014,192.5,21.3
KIC 5978559,CONFIRMED,K02321.01,0,0,0,0,95.6114617,487.4,21.6
KIC 8872048,CANDIDATE,K02323.01,0,0,0,0,58.35512552,,
KIC 7746958,CANDIDATE,K02324.01,0,0,0,0,1.204686597,233.2,10.8
KIC 6922710,CONFIRMED,K02087.01,0,0,0,0,23.1274171,157.3,20.9
KIC 11348997,CONFIRMED,K02090.01,0,0,0,0,5.132486123,908.4,35.4
KIC 5705819,CONFIRMED,K02091.01,0,0,0,0,8.77997349,755.7,32.7
KIC 6696580,CONFIRMED,K02092.01,0,0,0,0,57.6896212,1626.6,30.2
KIC 11358389,CONFIRMED,K02163.01,0,0,0,0,10.66489514,292.6,25.3
KIC 7204981,CONFIRMED,K02164.01,0,0,0,0,5.1233204,286.2,25.1
KIC 3847907,CONFIRMED,K00229.01,0,0,0,0,3.573202801,2975,362.1
KIC 4370527,CONFIRMED,K02166.01,0,0,0,0,61.6174528,1350.7,19.5
KIC 6041734,CONFIRMED,K02167.01,0,0,0,0,24.3398202,777.3,27.8
KIC 5125347,CONFIRMED,K02241.01,0,0,0,0,7.16520428,433.8,17.6
KIC 9336200,CONFIRMED,K02242.01,0,0,0,0,1.755843555,386,25.1
KIC 4770617,CONFIRMED,K02243.01,0,0,0,0,5.18560081,252.6,27.6
KIC 4454934,CONFIRMED,K02245.01,0,0,0,0,33.4698571,370.7,23.2
KIC 9458343,CONFIRMED,K02246.01,0,0,0,0,11.89520436,184.3,22.3
KIC 7120108,CONFIRMED,K02325.01,0,0,0,0,1.025857984,270.7,36.0
KIC 10730703,CONFIRMED,K02327.01,0,0,0,0,5.60013327,329.2,22.8
KIC 8007644,CONFIRMED,K02328.01,0,0,0,0,25.2034128,697.1,22.3
KIC 11192235,CONFIRMED,K02329.01,0,0,0,0,1.615357809,499.6,31.2
KIC 6525946,CANDIDATE,K02093.01,0,0,0,0,6.78341325,501.2,35.3
KIC 8505920,CONFIRMED,K02094.01,0,0,0,0,42.4269647,632.4,26.0
KIC 7918992,CONFIRMED,K02095.01,0,0,0,0,1.434745129,200.7,28.4
KIC 11308499,CONFIRMED,K02168.01,0,0,0,0,3.28192056,191,24.5
KIC 9006186,CONFIRMED,K02169.01,0,0,0,0,5.45298742,86,21.0
KIC 7802719,CONFIRMED,K02247.01,0,0,0,0,4.45743267,175.7,20.8
KIC 5023956,FALSE POSITIVE,K00233.01,0,1,1,1,1.824649,3218.5,184.3
KIC 12401863,CONFIRMED,K02331.01,0,0,0,0,2.832647249,114.7,27.5
KIC 5534941,CONFIRMED,K02332.01,0,0,0,0,3.70063251,68.6,29.8
KIC 11121752,CONFIRMED,K02333.01,0,0,0,0,3.93083997,101.4,22.0
KIC 2990873,CONFIRMED,K02335.01,0,0,0,0,16.22378479,262.3,20.6
KIC 9307509,CONFIRMED,K02096.01,0,0,0,0,9.76293284,553.2,23.6
KIC 10158729,CONFIRMED,K02097.01,0,0,0,0,58.601926,396.4,19.1
KIC 6105462,CONFIRMED,K02098.01,0,0,0,0,25.0823402,244.6,30.5
KIC 3120355,CONFIRMED,K02099.01,0,0,0,0,78.0998908,656.9,23.8
KIC 6047072,CONFIRMED,K02100.01,0,0,0,0,4.27103727,180.4,24.6
KIC 11410904,CONFIRMED,K02171.01,0,0,0,0,3.53232429,224.2,12.8
KIC 5021737,FALSE POSITIVE,K00026.01,0,1,1,1,15.03946326,5237.7,181.6
KIC 3862246,FALSE POSITIVE,K00230.01,0,1,0,0,4.702495974,4787.3,101.1
KIC 4173026,CONFIRMED,K02172.01,0,0,0,0,10.44087398,821.5,22.2
KIC 10471621,CANDIDATE,K02554.01,0,0,0,0,39.7557642,621.8,10.2
KIC 5350244,CONFIRMED,K02555.01,0,0,0,0,12.5722897,86.5,12.4
KIC 5374403,CONFIRMED,K02556.01,0,0,0,0,40.8366307,264.8,18.7
KIC 10925113,FALSE POSITIVE,K02557.01,0,0,1,1,11.7761073,281.3,15.1
KIC 11769801,FALSE POSITIVE,K02633.01,1,0,0,0,29.7123181,385.4,130.0
KIC 11752906,CONFIRMED,K00253.02,0,0,0,0,20.6180348,769.5,16.3
KIC 1995519,CONFIRMED,K02634.01,0,0,0,0,19.9401211,758.9,18.0
KIC 4914566,CONFIRMED,K02635.01,0,0,0,0,22.2420032,63.5,16.2
KIC 6198182,CONFIRMED,K02636.01,0,0,0,0,3.88148385,36.3,11.9
KIC 10024051,CONFIRMED,K02409.01,0,0,0,0,0.577369336,400.4,68.3
KIC 8676038,FALSE POSITIVE,K02410.01,1,0,0,0,186.65435483,,
KIC 4349452,CONFIRMED,K00244.01,0,0,0,0,12.720370263,1180.1,485.5
KIC 8073806,CONFIRMED,K02411.01,0,0,0,0,11.96407399,784.2,22.9
KIC 10419312,FALSE POSITIVE,K02412.01,0,0,1,0,2.493237866,259.2,20.7
KIC 3234598,CONFIRMED,K02413.01,0,0,0,0,12.90467523,412.4,21.2
KIC 10453588,CONFIRMED,K02484.01,0,0,0,0,68.8861017,143.9,19.5
KIC 11125613,CONFIRMED,K02485.01,0,0,0,0,9.99115241,391.7,16.7
KIC 8074328,CANDIDATE,K02486.01,0,0,0,0,4.267961416,127.4,24.6
KIC 7212184,CONFIRMED,K02487.01,0,0,0,0,36.292017,374.7,21.4
KIC 6956014,FALSE POSITIVE,K00031.01,0,1,0,0,0.925589891,400.8,20.6
KIC 9757613,CONFIRMED,K00250.02,0,0,0,0,17.25121397,2054.8,68.6
KIC 5307858,FALSE POSITIVE,K02558.01,1,0,1,0,1.867281146,701.1,58.5
KIC 6605493,CONFIRMED,K02559.01,0,0,0,0,9.30991834,114.5,19.2
KIC 4670217,CANDIDATE,K02560.01,0,0,0,0,18.1209388,504.2,15.8
KIC 7259298,CONFIRMED,K02561.01,0,0,0,0,3.23941775,77.4,17.2
KIC 9574179,CANDIDATE,K02637.01,0,0,0,0,3.98864999,94.2,12.4
KIC 6211812,CONFIRMED,K02638.01,0,0,0,0,2.524017517,303,19.8
KIC 11391755,CANDIDATE,K02639.01,0,0,0,0,25.1123362,398.8,11.8
KIC 9088780,CANDIDATE,K02640.01,0,0,0,0,33.18089453,,
KIC 8894646,CANDIDATE,K02641.01,0,0,0,0,3.55557922,60.4,15.5
KIC 8611832,CONFIRMED,K02414.01,0,0,0,0,22.5968256,142.9,22.2
KIC 5621586,CONFIRMED,K02415.01,0,0,0,0,5.25419589,461.8,26.1
KIC 9210387,CONFIRMED,K02416.01,0,0,0,0,5.90608902,340.7,9.3
KIC 11852982,CONFIRMED,K00247.01,0,0,0,0,13.81504449,1032.6,46.7
KIC 8559152,CONFIRMED,K02488.01,0,0,0,0,12.4128518,108.1,19.4
KIC 2718778,CONFIRMED,K02489.01,0,0,0,0,3.92453009,463.5,25.3
KIC 3122913,CONFIRMED,K02490.01,0,0,0,0,11.60653061,771.7,17.8
KIC 9229657,CONFIRMED,K02491.01,0,0,0,0,2.66831274,266.2,23.3
